Connected 96.0%, nodes: 100, density: 315, acv: 10.0%, degree: 9.8304, population: 30.0
Connected 100.0%, nodes: 100, density: 41, acv: 90.0%, degree: 25.736, population: 30.0
Connected 100.0%, nodes: 100, density: 21, acv: 90.0%, degree: 14.4384, population: 30.0
Connected 76.0%, nodes: 100, density: 11, acv: 90.0%, degree: 8.3728, population: 30.0
Connected 88.0%, nodes: 100, density: 12, acv: 90.0%, degree: 9.0784, population: 30.0
Connected 96.0%, nodes: 100, density: 16, acv: 90.0%, degree: 12.1352, population: 30.0
Connected 92.0%, nodes: 100, density: 17, acv: 90.0%, degree: 12.3776, population: 30.0
Connected 96.0%, nodes: 100, density: 18, acv: 90.0%, degree: 12.9976, population: 30.0
Connected 100.0%, nodes: 100, density: 19, acv: 90.0%, degree: 13.7984, population: 30.0
Connected 100.0%, nodes: 100, density: 315, acv: 100.0%, degree: 96.916, population: 30.0
Connected 100.0%, nodes: 100, density: 158, acv: 100.0%, degree: 74.4336, population: 30.0
Connected 100.0%, nodes: 100, density: 80, acv: 100.0%, degree: 48.9312, population: 30.0
Connected 100.0%, nodes: 100, density: 41, acv: 100.0%, degree: 28.9928, population: 30.0
Connected 100.0%, nodes: 100, density: 21, acv: 100.0%, degree: 16.9256, population: 30.0
Connected 88.0%, nodes: 100, density: 11, acv: 100.0%, degree: 9.288, population: 30.0
Connected 92.0%, nodes: 100, density: 12, acv: 100.0%, degree: 9.996, population: 30.0
Connected 100.0%, nodes: 100, density: 16, acv: 100.0%, degree: 13.052, population: 30.0
Connected 96.0%, nodes: 100, density: 13, acv: 100.0%, degree: 10.8504, population: 30.0
Connected 100.0%, nodes: 100, density: 14, acv: 100.0%, degree: 11.3432, population: 30.0
Connected 0.0%, nodes: 100, density: 315, acv: 1.0%, degree: 1.2688, population: 30.0
Connected 0.0%, nodes: 100, density: 316, acv: 1.0%, degree: 1.2944, population: 30.0
Connected 0.0%, nodes: 100, density: 471, acv: 1.0%, degree: 1.28, population: 30.0
Connected 0.0%, nodes: 100, density: 472, acv: 1.0%, degree: 1.3496, population: 30.0
Connected 0.0%, nodes: 100, density: 549, acv: 1.0%, degree: 1.3624, population: 30.0
Connected 0.0%, nodes: 100, density: 550, acv: 1.0%, degree: 1.2496, population: 30.0
Connected 0.0%, nodes: 100, density: 588, acv: 1.0%, degree: 1.3576, population: 30.0
Connected 0.0%, nodes: 100, density: 589, acv: 1.0%, degree: 1.3472, population: 30.0
Connected 0.0%, nodes: 100, density: 608, acv: 1.0%, degree: 1.276, population: 30.0
Connected 0.0%, nodes: 100, density: 609, acv: 1.0%, degree: 1.3584, population: 30.0
Connected 0.0%, nodes: 100, density: 618, acv: 1.0%, degree: 1.3576, population: 30.0
Connected 0.0%, nodes: 100, density: 619, acv: 1.0%, degree: 1.3168, population: 30.0
Connected 0.0%, nodes: 100, density: 623, acv: 1.0%, degree: 1.3104, population: 30.0
Connected 0.0%, nodes: 100, density: 624, acv: 1.0%, degree: 1.2816, population: 30.0
Connected 0.0%, nodes: 100, density: 625, acv: 1.0%, degree: 1.3128, population: 30.0
Connected 0.0%, nodes: 100, density: 626, acv: 1.0%, degree: 1.2336, population: 30.0
Connected 0.0%, nodes: 100, density: 627, acv: 1.0%, degree: 1.2512, population: 30.0
Connected 0.0%, nodes: 100, density: 628, acv: 1.0%, degree: 1.3328, population: 30.0
Connected 0.0%, nodes: 100, density: 315, acv: 2.0%, degree: 2.216, population: 30.0
Connected 0.0%, nodes: 100, density: 316, acv: 2.0%, degree: 2.192, population: 30.0
Connected 0.0%, nodes: 100, density: 471, acv: 2.0%, degree: 2.2464, population: 30.0
Connected 0.0%, nodes: 100, density: 472, acv: 2.0%, degree: 2.408, population: 30.0
Connected 0.0%, nodes: 100, density: 549, acv: 2.0%, degree: 2.216, population: 30.0
Connected 0.0%, nodes: 100, density: 550, acv: 2.0%, degree: 2.344, population: 30.0
Connected 0.0%, nodes: 100, density: 588, acv: 2.0%, degree: 2.4104, population: 30.0
Connected 0.0%, nodes: 100, density: 589, acv: 2.0%, degree: 2.3616, population: 30.0
Connected 0.0%, nodes: 100, density: 608, acv: 2.0%, degree: 2.2272, population: 30.0
Connected 0.0%, nodes: 100, density: 609, acv: 2.0%, degree: 2.2792, population: 30.0
Connected 0.0%, nodes: 100, density: 618, acv: 2.0%, degree: 2.2272, population: 30.0
Connected 0.0%, nodes: 100, density: 619, acv: 2.0%, degree: 2.3184, population: 30.0
Connected 0.0%, nodes: 100, density: 623, acv: 2.0%, degree: 2.2624, population: 30.0
Connected 0.0%, nodes: 100, density: 624, acv: 2.0%, degree: 2.4464, population: 30.0
Connected 0.0%, nodes: 100, density: 625, acv: 2.0%, degree: 2.2568, population: 30.0
Connected 0.0%, nodes: 100, density: 626, acv: 2.0%, degree: 2.1952, population: 30.0
Connected 0.0%, nodes: 100, density: 627, acv: 2.0%, degree: 2.2952, population: 30.0
Connected 0.0%, nodes: 100, density: 628, acv: 2.0%, degree: 2.3128, population: 30.0
Connected 0.0%, nodes: 100, density: 315, acv: 3.0%, degree: 3.1288, population: 30.0
Connected 0.0%, nodes: 100, density: 316, acv: 3.0%, degree: 3.2672, population: 30.0
Connected 0.0%, nodes: 100, density: 471, acv: 3.0%, degree: 3.2616, population: 30.0
Connected 0.0%, nodes: 100, density: 472, acv: 3.0%, degree: 3.328, population: 30.0
Connected 0.0%, nodes: 100, density: 549, acv: 3.0%, degree: 3.2784, population: 30.0
Connected 0.0%, nodes: 100, density: 550, acv: 3.0%, degree: 3.3248, population: 30.0
Connected 0.0%, nodes: 100, density: 588, acv: 3.0%, degree: 3.2896, population: 30.0
Connected 0.0%, nodes: 100, density: 589, acv: 3.0%, degree: 3.1856, population: 30.0
Connected 0.0%, nodes: 100, density: 608, acv: 3.0%, degree: 3.292, population: 30.0
Connected 0.0%, nodes: 100, density: 609, acv: 3.0%, degree: 3.3344, population: 30.0
Connected 0.0%, nodes: 100, density: 618, acv: 3.0%, degree: 3.1856, population: 30.0
Connected 0.0%, nodes: 100, density: 619, acv: 3.0%, degree: 3.38, population: 30.0
Connected 0.0%, nodes: 100, density: 623, acv: 3.0%, degree: 3.1408, population: 30.0
Connected 0.0%, nodes: 100, density: 624, acv: 3.0%, degree: 3.188, population: 30.0
Connected 0.0%, nodes: 100, density: 625, acv: 3.0%, degree: 3.2872, population: 30.0
Connected 0.0%, nodes: 100, density: 626, acv: 3.0%, degree: 3.2904, population: 30.0
Connected 0.0%, nodes: 100, density: 627, acv: 3.0%, degree: 3.2656, population: 30.0
Connected 0.0%, nodes: 100, density: 628, acv: 3.0%, degree: 3.2736, population: 30.0
Connected 8.0%, nodes: 100, density: 315, acv: 4.0%, degree: 4.0968, population: 30.0
Connected 0.0%, nodes: 100, density: 316, acv: 4.0%, degree: 3.9264, population: 30.0
Connected 8.0%, nodes: 100, density: 471, acv: 4.0%, degree: 4.2728, population: 30.0
Connected 4.0%, nodes: 100, density: 472, acv: 4.0%, degree: 4.2152, population: 30.0
Connected 4.0%, nodes: 100, density: 549, acv: 4.0%, degree: 3.9392, population: 30.0
Connected 16.0%, nodes: 100, density: 550, acv: 4.0%, degree: 4.3032, population: 30.0
Connected 12.0%, nodes: 100, density: 588, acv: 4.0%, degree: 4.38, population: 30.0
Connected 0.0%, nodes: 100, density: 589, acv: 4.0%, degree: 4.1296, population: 30.0
Connected 4.0%, nodes: 100, density: 608, acv: 4.0%, degree: 4.24, population: 30.0
Connected 0.0%, nodes: 100, density: 609, acv: 4.0%, degree: 4.208, population: 30.0
Connected 4.0%, nodes: 100, density: 618, acv: 4.0%, degree: 4.1408, population: 30.0
Connected 12.0%, nodes: 100, density: 619, acv: 4.0%, degree: 4.2328, population: 30.0
Connected 8.0%, nodes: 100, density: 623, acv: 4.0%, degree: 4.292, population: 30.0
Connected 8.0%, nodes: 100, density: 624, acv: 4.0%, degree: 4.1768, population: 30.0
Connected 4.0%, nodes: 100, density: 625, acv: 4.0%, degree: 4.324, population: 30.0
Connected 4.0%, nodes: 100, density: 626, acv: 4.0%, degree: 4.2824, population: 30.0
Connected 4.0%, nodes: 100, density: 627, acv: 4.0%, degree: 4.1976, population: 30.0
Connected 0.0%, nodes: 100, density: 628, acv: 4.0%, degree: 4.1448, population: 30.0
Connected 24.0%, nodes: 100, density: 315, acv: 5.0%, degree: 4.9008, population: 30.0
Connected 32.0%, nodes: 100, density: 316, acv: 5.0%, degree: 5.3048, population: 30.0
Connected 24.0%, nodes: 100, density: 471, acv: 5.0%, degree: 5.2096, population: 30.0
Connected 20.0%, nodes: 100, density: 472, acv: 5.0%, degree: 5.1208, population: 30.0
Connected 8.0%, nodes: 100, density: 549, acv: 5.0%, degree: 5.1064, population: 30.0
Connected 24.0%, nodes: 100, density: 550, acv: 5.0%, degree: 5.1824, population: 30.0
Connected 32.0%, nodes: 100, density: 588, acv: 5.0%, degree: 5.3728, population: 30.0
Connected 20.0%, nodes: 100, density: 589, acv: 5.0%, degree: 5.2288, population: 30.0
Connected 40.0%, nodes: 100, density: 608, acv: 5.0%, degree: 5.304, population: 30.0
Connected 44.0%, nodes: 100, density: 609, acv: 5.0%, degree: 5.2504, population: 30.0
Connected 28.0%, nodes: 100, density: 618, acv: 5.0%, degree: 5.376, population: 30.0
Connected 36.0%, nodes: 100, density: 619, acv: 5.0%, degree: 5.22, population: 30.0
Connected 32.0%, nodes: 100, density: 623, acv: 5.0%, degree: 5.3864, population: 30.0
Connected 56.0%, nodes: 100, density: 624, acv: 5.0%, degree: 5.4224, population: 30.0
Connected 12.0%, nodes: 100, density: 625, acv: 5.0%, degree: 5.0704, population: 30.0
Connected 36.0%, nodes: 100, density: 626, acv: 5.0%, degree: 5.2592, population: 30.0
Connected 36.0%, nodes: 100, density: 627, acv: 5.0%, degree: 5.2512, population: 30.0
Connected 40.0%, nodes: 100, density: 628, acv: 5.0%, degree: 5.308, population: 30.0
Connected 56.0%, nodes: 100, density: 315, acv: 6.0%, degree: 6.0056, population: 30.0
Connected 36.0%, nodes: 100, density: 316, acv: 6.0%, degree: 6.184, population: 30.0
Connected 56.0%, nodes: 100, density: 471, acv: 6.0%, degree: 5.8824, population: 30.0
Connected 80.0%, nodes: 100, density: 472, acv: 6.0%, degree: 6.1168, population: 30.0
Connected 68.0%, nodes: 100, density: 549, acv: 6.0%, degree: 6.1208, population: 30.0
Connected 60.0%, nodes: 100, density: 550, acv: 6.0%, degree: 6.3056, population: 30.0
Connected 72.0%, nodes: 100, density: 588, acv: 6.0%, degree: 6.4336, population: 30.0
Connected 68.0%, nodes: 100, density: 589, acv: 6.0%, degree: 6.216, population: 30.0
Connected 64.0%, nodes: 100, density: 608, acv: 6.0%, degree: 6.152, population: 30.0
Connected 76.0%, nodes: 100, density: 609, acv: 6.0%, degree: 6.1968, population: 30.0
Connected 64.0%, nodes: 100, density: 618, acv: 6.0%, degree: 6.2008, population: 30.0
Connected 68.0%, nodes: 100, density: 619, acv: 6.0%, degree: 6.1696, population: 30.0
Connected 64.0%, nodes: 100, density: 623, acv: 6.0%, degree: 6.24, population: 30.0
Connected 52.0%, nodes: 100, density: 624, acv: 6.0%, degree: 6.1032, population: 30.0
Connected 68.0%, nodes: 100, density: 625, acv: 6.0%, degree: 5.9224, population: 30.0
Connected 76.0%, nodes: 100, density: 626, acv: 6.0%, degree: 6.2216, population: 30.0
Connected 52.0%, nodes: 100, density: 627, acv: 6.0%, degree: 6.4632, population: 30.0
Connected 72.0%, nodes: 100, density: 628, acv: 6.0%, degree: 6.4904, population: 30.0
Connected 88.0%, nodes: 100, density: 315, acv: 7.0%, degree: 7.1232, population: 30.0
Connected 68.0%, nodes: 100, density: 316, acv: 7.0%, degree: 6.9336, population: 30.0
Connected 88.0%, nodes: 100, density: 471, acv: 7.0%, degree: 7.3496, population: 30.0
Connected 88.0%, nodes: 100, density: 472, acv: 7.0%, degree: 7.136, population: 30.0
Connected 72.0%, nodes: 100, density: 549, acv: 7.0%, degree: 7.4376, population: 30.0
Connected 68.0%, nodes: 100, density: 550, acv: 7.0%, degree: 7.252, population: 30.0
Connected 80.0%, nodes: 100, density: 588, acv: 7.0%, degree: 7.42, population: 30.0
Connected 80.0%, nodes: 100, density: 589, acv: 7.0%, degree: 7.3688, population: 30.0
Connected 76.0%, nodes: 100, density: 608, acv: 7.0%, degree: 7.2568, population: 30.0
Connected 88.0%, nodes: 100, density: 609, acv: 7.0%, degree: 7.3696, population: 30.0
Connected 84.0%, nodes: 100, density: 618, acv: 7.0%, degree: 7.224, population: 30.0
Connected 72.0%, nodes: 100, density: 619, acv: 7.0%, degree: 7.2976, population: 30.0
Connected 80.0%, nodes: 100, density: 623, acv: 7.0%, degree: 7.1576, population: 30.0
Connected 84.0%, nodes: 100, density: 624, acv: 7.0%, degree: 7.328, population: 30.0
Connected 80.0%, nodes: 100, density: 625, acv: 7.0%, degree: 7.1688, population: 30.0
Connected 96.0%, nodes: 100, density: 626, acv: 7.0%, degree: 7.1744, population: 30.0
Connected 72.0%, nodes: 100, density: 627, acv: 7.0%, degree: 7.0904, population: 30.0
Connected 84.0%, nodes: 100, density: 628, acv: 7.0%, degree: 7.2208, population: 30.0
Connected 100.0%, nodes: 100, density: 315, acv: 8.0%, degree: 8.1344, population: 30.0
Connected 28.0%, nodes: 100, density: 158, acv: 8.0%, degree: 6.384, population: 30.0
Connected 36.0%, nodes: 100, density: 159, acv: 8.0%, degree: 6.3088, population: 30.0
Connected 88.0%, nodes: 100, density: 236, acv: 8.0%, degree: 7.604, population: 30.0
Connected 80.0%, nodes: 100, density: 237, acv: 8.0%, degree: 7.704, population: 30.0
Connected 84.0%, nodes: 100, density: 275, acv: 8.0%, degree: 7.536, population: 30.0
Connected 88.0%, nodes: 100, density: 276, acv: 8.0%, degree: 7.9776, population: 30.0
Connected 88.0%, nodes: 100, density: 295, acv: 8.0%, degree: 7.876, population: 30.0
Connected 96.0%, nodes: 100, density: 296, acv: 8.0%, degree: 7.8336, population: 30.0
Connected 88.0%, nodes: 100, density: 305, acv: 8.0%, degree: 8.0968, population: 30.0
Connected 96.0%, nodes: 100, density: 306, acv: 8.0%, degree: 8.1968, population: 30.0
Connected 84.0%, nodes: 100, density: 310, acv: 8.0%, degree: 7.7056, population: 30.0
Connected 100.0%, nodes: 100, density: 311, acv: 8.0%, degree: 8.1416, population: 30.0
Connected 88.0%, nodes: 100, density: 315, acv: 9.0%, degree: 8.7288, population: 30.0
Connected 92.0%, nodes: 100, density: 316, acv: 9.0%, degree: 8.7968, population: 30.0
Connected 96.0%, nodes: 100, density: 471, acv: 9.0%, degree: 8.9576, population: 30.0
Connected 100.0%, nodes: 100, density: 472, acv: 9.0%, degree: 8.9672, population: 30.0
