Connected 96.0%, nodes: 100, density: 315, acv: 10.0%, degree: 10.0752, population: 50.0
Connected 100.0%, nodes: 100, density: 41, acv: 70.0%, degree: 20.3256, population: 50.0
Connected 92.0%, nodes: 100, density: 21, acv: 70.0%, degree: 11.8496, population: 50.0
Connected 96.0%, nodes: 100, density: 22, acv: 70.0%, degree: 11.8816, population: 50.0
Connected 96.0%, nodes: 100, density: 31, acv: 70.0%, degree: 16.1768, population: 50.0
Connected 100.0%, nodes: 100, density: 32, acv: 70.0%, degree: 16.9352, population: 50.0
Connected 100.0%, nodes: 100, density: 315, acv: 80.0%, degree: 77.7688, population: 50.0
Connected 100.0%, nodes: 100, density: 158, acv: 80.0%, degree: 59.7656, population: 50.0
Connected 100.0%, nodes: 100, density: 80, acv: 80.0%, degree: 39.0648, population: 50.0
Connected 100.0%, nodes: 100, density: 41, acv: 80.0%, degree: 23.1312, population: 50.0
Connected 92.0%, nodes: 100, density: 21, acv: 80.0%, degree: 13.1672, population: 50.0
Connected 100.0%, nodes: 100, density: 22, acv: 80.0%, degree: 13.8544, population: 50.0
Connected 100.0%, nodes: 100, density: 315, acv: 90.0%, degree: 86.6824, population: 50.0
Connected 100.0%, nodes: 100, density: 158, acv: 90.0%, degree: 67.468, population: 50.0
Connected 100.0%, nodes: 100, density: 80, acv: 90.0%, degree: 43.756, population: 50.0
Connected 100.0%, nodes: 100, density: 41, acv: 90.0%, degree: 26.3064, population: 50.0
Connected 100.0%, nodes: 100, density: 21, acv: 90.0%, degree: 14.612, population: 50.0
Connected 72.0%, nodes: 100, density: 11, acv: 90.0%, degree: 8.288, population: 50.0
Connected 80.0%, nodes: 100, density: 12, acv: 90.0%, degree: 9.236, population: 50.0
Connected 92.0%, nodes: 100, density: 16, acv: 90.0%, degree: 11.5392, population: 50.0
Connected 100.0%, nodes: 100, density: 17, acv: 90.0%, degree: 12.2912, population: 50.0
Connected 100.0%, nodes: 100, density: 315, acv: 100.0%, degree: 96.5896, population: 50.0
Connected 100.0%, nodes: 100, density: 158, acv: 100.0%, degree: 74.3512, population: 50.0
Connected 100.0%, nodes: 100, density: 80, acv: 100.0%, degree: 48.388, population: 50.0
Connected 100.0%, nodes: 100, density: 41, acv: 100.0%, degree: 28.5424, population: 50.0
Connected 100.0%, nodes: 100, density: 21, acv: 100.0%, degree: 16.8288, population: 50.0
Connected 92.0%, nodes: 100, density: 11, acv: 100.0%, degree: 9.1344, population: 50.0
Connected 96.0%, nodes: 100, density: 12, acv: 100.0%, degree: 10.1488, population: 50.0
Connected 100.0%, nodes: 100, density: 16, acv: 100.0%, degree: 12.8168, population: 50.0
Connected 100.0%, nodes: 100, density: 13, acv: 100.0%, degree: 10.8416, population: 50.0
