Connected 96.0%, nodes: 100, density: 315, acv: 10.0%, degree: 9.7736, population: 10.0
Connected 100.0%, nodes: 100, density: 80, acv: 70.0%, degree: 34.5816, population: 10.0
Connected 100.0%, nodes: 100, density: 41, acv: 70.0%, degree: 20.6168, population: 10.0
Connected 96.0%, nodes: 100, density: 21, acv: 70.0%, degree: 11.6304, population: 10.0
Connected 92.0%, nodes: 100, density: 22, acv: 70.0%, degree: 11.884, population: 10.0
Connected 100.0%, nodes: 100, density: 31, acv: 70.0%, degree: 16.1408, population: 10.0
Connected 100.0%, nodes: 100, density: 26, acv: 70.0%, degree: 13.9568, population: 10.0
Connected 96.0%, nodes: 100, density: 23, acv: 70.0%, degree: 12.6392, population: 10.0
Connected 100.0%, nodes: 100, density: 24, acv: 70.0%, degree: 13.0104, population: 10.0
Connected 100.0%, nodes: 100, density: 315, acv: 80.0%, degree: 77.4576, population: 10.0
Connected 100.0%, nodes: 100, density: 158, acv: 80.0%, degree: 59.9936, population: 10.0
Connected 100.0%, nodes: 100, density: 80, acv: 80.0%, degree: 39.332, population: 10.0
Connected 100.0%, nodes: 100, density: 41, acv: 80.0%, degree: 23.7712, population: 10.0
Connected 100.0%, nodes: 100, density: 21, acv: 80.0%, degree: 13.4112, population: 10.0
Connected 64.0%, nodes: 100, density: 11, acv: 80.0%, degree: 7.3368, population: 10.0
Connected 92.0%, nodes: 100, density: 12, acv: 80.0%, degree: 8.2088, population: 10.0
Connected 84.0%, nodes: 100, density: 16, acv: 80.0%, degree: 10.6024, population: 10.0
Connected 100.0%, nodes: 100, density: 17, acv: 80.0%, degree: 10.8472, population: 10.0
Connected 100.0%, nodes: 100, density: 315, acv: 90.0%, degree: 86.9192, population: 10.0
Connected 100.0%, nodes: 100, density: 158, acv: 90.0%, degree: 67.6472, population: 10.0
Connected 100.0%, nodes: 100, density: 80, acv: 90.0%, degree: 44.604, population: 10.0
Connected 100.0%, nodes: 100, density: 41, acv: 90.0%, degree: 25.8536, population: 10.0
Connected 100.0%, nodes: 100, density: 21, acv: 90.0%, degree: 14.7032, population: 10.0
Connected 96.0%, nodes: 100, density: 11, acv: 90.0%, degree: 8.3984, population: 10.0
Connected 92.0%, nodes: 100, density: 12, acv: 90.0%, degree: 9.068, population: 10.0
Connected 96.0%, nodes: 100, density: 16, acv: 90.0%, degree: 11.4808, population: 10.0
Connected 96.0%, nodes: 100, density: 17, acv: 90.0%, degree: 12.4448, population: 10.0
Connected 100.0%, nodes: 100, density: 18, acv: 90.0%, degree: 13.1, population: 10.0
Connected 100.0%, nodes: 100, density: 315, acv: 100.0%, degree: 96.4224, population: 10.0
Connected 100.0%, nodes: 100, density: 158, acv: 100.0%, degree: 75.0016, population: 10.0
Connected 100.0%, nodes: 100, density: 80, acv: 100.0%, degree: 48.34, population: 10.0
Connected 100.0%, nodes: 100, density: 41, acv: 100.0%, degree: 29.2696, population: 10.0
Connected 100.0%, nodes: 100, density: 21, acv: 100.0%, degree: 16.464, population: 10.0
Connected 88.0%, nodes: 100, density: 11, acv: 100.0%, degree: 9.1968, population: 10.0
Connected 96.0%, nodes: 100, density: 12, acv: 100.0%, degree: 9.98, population: 10.0
Connected 96.0%, nodes: 100, density: 16, acv: 100.0%, degree: 13.0616, population: 10.0
Connected 100.0%, nodes: 100, density: 17, acv: 100.0%, degree: 13.6816, population: 10.0
Connected 0.0%, nodes: 100, density: 315, acv: 1.0%, degree: 1.0584, population: 10.0
Connected 0.0%, nodes: 100, density: 316, acv: 1.0%, degree: 1.0888, population: 10.0
Connected 0.0%, nodes: 100, density: 471, acv: 1.0%, degree: 1.1248, population: 10.0
Connected 0.0%, nodes: 100, density: 472, acv: 1.0%, degree: 1.0792, population: 10.0
Connected 0.0%, nodes: 100, density: 549, acv: 1.0%, degree: 1.06, population: 10.0
Connected 0.0%, nodes: 100, density: 550, acv: 1.0%, degree: 1.0824, population: 10.0
Connected 0.0%, nodes: 100, density: 588, acv: 1.0%, degree: 1.0544, population: 10.0
Connected 0.0%, nodes: 100, density: 589, acv: 1.0%, degree: 1.0904, population: 10.0
Connected 0.0%, nodes: 100, density: 608, acv: 1.0%, degree: 1.08, population: 10.0
Connected 0.0%, nodes: 100, density: 609, acv: 1.0%, degree: 1.0392, population: 10.0
Connected 0.0%, nodes: 100, density: 618, acv: 1.0%, degree: 1.0696, population: 10.0
Connected 0.0%, nodes: 100, density: 619, acv: 1.0%, degree: 1.0696, population: 10.0
Connected 0.0%, nodes: 100, density: 623, acv: 1.0%, degree: 1.1232, population: 10.0
Connected 0.0%, nodes: 100, density: 624, acv: 1.0%, degree: 1.1088, population: 10.0
Connected 0.0%, nodes: 100, density: 625, acv: 1.0%, degree: 1.1264, population: 10.0
Connected 0.0%, nodes: 100, density: 626, acv: 1.0%, degree: 1.0712, population: 10.0
Connected 0.0%, nodes: 100, density: 627, acv: 1.0%, degree: 1.0448, population: 10.0
Connected 0.0%, nodes: 100, density: 628, acv: 1.0%, degree: 1.0912, population: 10.0
Connected 0.0%, nodes: 100, density: 315, acv: 2.0%, degree: 2.1256, population: 10.0
Connected 0.0%, nodes: 100, density: 316, acv: 2.0%, degree: 2.056, population: 10.0
Connected 0.0%, nodes: 100, density: 471, acv: 2.0%, degree: 2.0696, population: 10.0
Connected 0.0%, nodes: 100, density: 472, acv: 2.0%, degree: 2.0496, population: 10.0
Connected 0.0%, nodes: 100, density: 549, acv: 2.0%, degree: 2.1104, population: 10.0
Connected 0.0%, nodes: 100, density: 550, acv: 2.0%, degree: 2.0504, population: 10.0
Connected 0.0%, nodes: 100, density: 588, acv: 2.0%, degree: 2.0552, population: 10.0
Connected 0.0%, nodes: 100, density: 589, acv: 2.0%, degree: 2.0456, population: 10.0
Connected 0.0%, nodes: 100, density: 608, acv: 2.0%, degree: 2.0488, population: 10.0
Connected 0.0%, nodes: 100, density: 609, acv: 2.0%, degree: 1.9688, population: 10.0
Connected 0.0%, nodes: 100, density: 618, acv: 2.0%, degree: 2.1968, population: 10.0
Connected 0.0%, nodes: 100, density: 619, acv: 2.0%, degree: 2.0072, population: 10.0
Connected 0.0%, nodes: 100, density: 623, acv: 2.0%, degree: 2.0664, population: 10.0
Connected 0.0%, nodes: 100, density: 624, acv: 2.0%, degree: 2.048, population: 10.0
Connected 0.0%, nodes: 100, density: 625, acv: 2.0%, degree: 1.9944, population: 10.0
Connected 0.0%, nodes: 100, density: 626, acv: 2.0%, degree: 2.0304, population: 10.0
Connected 0.0%, nodes: 100, density: 627, acv: 2.0%, degree: 2.104, population: 10.0
Connected 0.0%, nodes: 100, density: 628, acv: 2.0%, degree: 2.048, population: 10.0
Connected 0.0%, nodes: 100, density: 315, acv: 3.0%, degree: 2.9408, population: 10.0
Connected 0.0%, nodes: 100, density: 316, acv: 3.0%, degree: 3.0208, population: 10.0
Connected 0.0%, nodes: 100, density: 471, acv: 3.0%, degree: 3.18, population: 10.0
Connected 0.0%, nodes: 100, density: 472, acv: 3.0%, degree: 3.1232, population: 10.0
Connected 0.0%, nodes: 100, density: 549, acv: 3.0%, degree: 3.168, population: 10.0
Connected 0.0%, nodes: 100, density: 550, acv: 3.0%, degree: 3.168, population: 10.0
Connected 4.0%, nodes: 100, density: 588, acv: 3.0%, degree: 2.996, population: 10.0
Connected 0.0%, nodes: 100, density: 589, acv: 3.0%, degree: 3.184, population: 10.0
Connected 0.0%, nodes: 100, density: 608, acv: 3.0%, degree: 3.096, population: 10.0
Connected 0.0%, nodes: 100, density: 609, acv: 3.0%, degree: 2.928, population: 10.0
Connected 0.0%, nodes: 100, density: 618, acv: 3.0%, degree: 3.0088, population: 10.0
Connected 4.0%, nodes: 100, density: 619, acv: 3.0%, degree: 3.084, population: 10.0
Connected 0.0%, nodes: 100, density: 623, acv: 3.0%, degree: 3.004, population: 10.0
Connected 0.0%, nodes: 100, density: 624, acv: 3.0%, degree: 3.1256, population: 10.0
Connected 0.0%, nodes: 100, density: 625, acv: 3.0%, degree: 3.0616, population: 10.0
Connected 0.0%, nodes: 100, density: 626, acv: 3.0%, degree: 3.0568, population: 10.0
Connected 0.0%, nodes: 100, density: 627, acv: 3.0%, degree: 3.0072, population: 10.0
Connected 0.0%, nodes: 100, density: 628, acv: 3.0%, degree: 3.0096, population: 10.0
Connected 16.0%, nodes: 100, density: 315, acv: 4.0%, degree: 3.8744, population: 10.0
Connected 8.0%, nodes: 100, density: 316, acv: 4.0%, degree: 3.9464, population: 10.0
Connected 0.0%, nodes: 100, density: 471, acv: 4.0%, degree: 4.0064, population: 10.0
Connected 24.0%, nodes: 100, density: 472, acv: 4.0%, degree: 4.0888, population: 10.0
Connected 4.0%, nodes: 100, density: 549, acv: 4.0%, degree: 3.9368, population: 10.0
Connected 16.0%, nodes: 100, density: 550, acv: 4.0%, degree: 3.9984, population: 10.0
Connected 0.0%, nodes: 100, density: 588, acv: 4.0%, degree: 4.1104, population: 10.0
Connected 8.0%, nodes: 100, density: 589, acv: 4.0%, degree: 4.004, population: 10.0
Connected 8.0%, nodes: 100, density: 608, acv: 4.0%, degree: 3.9328, population: 10.0
Connected 0.0%, nodes: 100, density: 609, acv: 4.0%, degree: 4.0528, population: 10.0
Connected 0.0%, nodes: 100, density: 618, acv: 4.0%, degree: 4.0424, population: 10.0
Connected 20.0%, nodes: 100, density: 619, acv: 4.0%, degree: 4.0392, population: 10.0
Connected 8.0%, nodes: 100, density: 623, acv: 4.0%, degree: 4.1608, population: 10.0
Connected 16.0%, nodes: 100, density: 624, acv: 4.0%, degree: 4.0832, population: 10.0
Connected 12.0%, nodes: 100, density: 625, acv: 4.0%, degree: 4.0496, population: 10.0
Connected 12.0%, nodes: 100, density: 626, acv: 4.0%, degree: 4.1192, population: 10.0
Connected 16.0%, nodes: 100, density: 627, acv: 4.0%, degree: 4.0416, population: 10.0
Connected 8.0%, nodes: 100, density: 628, acv: 4.0%, degree: 3.98, population: 10.0
Connected 52.0%, nodes: 100, density: 315, acv: 5.0%, degree: 4.9296, population: 10.0
Connected 36.0%, nodes: 100, density: 316, acv: 5.0%, degree: 4.972, population: 10.0
Connected 56.0%, nodes: 100, density: 471, acv: 5.0%, degree: 5.0992, population: 10.0
Connected 48.0%, nodes: 100, density: 472, acv: 5.0%, degree: 5.0208, population: 10.0
Connected 60.0%, nodes: 100, density: 549, acv: 5.0%, degree: 5.0272, population: 10.0
Connected 48.0%, nodes: 100, density: 550, acv: 5.0%, degree: 5.1192, population: 10.0
Connected 56.0%, nodes: 100, density: 588, acv: 5.0%, degree: 4.8792, population: 10.0
Connected 36.0%, nodes: 100, density: 589, acv: 5.0%, degree: 4.9936, population: 10.0
Connected 44.0%, nodes: 100, density: 608, acv: 5.0%, degree: 5.0888, population: 10.0
Connected 36.0%, nodes: 100, density: 609, acv: 5.0%, degree: 4.9416, population: 10.0
Connected 60.0%, nodes: 100, density: 618, acv: 5.0%, degree: 5.0752, population: 10.0
Connected 44.0%, nodes: 100, density: 619, acv: 5.0%, degree: 5.1, population: 10.0
Connected 32.0%, nodes: 100, density: 623, acv: 5.0%, degree: 5.0096, population: 10.0
Connected 48.0%, nodes: 100, density: 624, acv: 5.0%, degree: 5.0176, population: 10.0
Connected 36.0%, nodes: 100, density: 625, acv: 5.0%, degree: 5.0816, population: 10.0
Connected 40.0%, nodes: 100, density: 626, acv: 5.0%, degree: 5.0288, population: 10.0
Connected 32.0%, nodes: 100, density: 627, acv: 5.0%, degree: 5.072, population: 10.0
Connected 52.0%, nodes: 100, density: 628, acv: 5.0%, degree: 4.904, population: 10.0
Connected 64.0%, nodes: 100, density: 315, acv: 6.0%, degree: 5.904, population: 10.0
Connected 72.0%, nodes: 100, density: 316, acv: 6.0%, degree: 5.9184, population: 10.0
Connected 76.0%, nodes: 100, density: 471, acv: 6.0%, degree: 6.0312, population: 10.0
Connected 80.0%, nodes: 100, density: 472, acv: 6.0%, degree: 6.0912, population: 10.0
Connected 72.0%, nodes: 100, density: 549, acv: 6.0%, degree: 5.9432, population: 10.0
Connected 76.0%, nodes: 100, density: 550, acv: 6.0%, degree: 6.0664, population: 10.0
Connected 68.0%, nodes: 100, density: 588, acv: 6.0%, degree: 5.9656, population: 10.0
Connected 80.0%, nodes: 100, density: 589, acv: 6.0%, degree: 6.1912, population: 10.0
Connected 68.0%, nodes: 100, density: 608, acv: 6.0%, degree: 5.9744, population: 10.0
Connected 76.0%, nodes: 100, density: 609, acv: 6.0%, degree: 6.004, population: 10.0
Connected 92.0%, nodes: 100, density: 618, acv: 6.0%, degree: 5.996, population: 10.0
Connected 84.0%, nodes: 100, density: 619, acv: 6.0%, degree: 5.9496, population: 10.0
Connected 68.0%, nodes: 100, density: 623, acv: 6.0%, degree: 6.0008, population: 10.0
Connected 72.0%, nodes: 100, density: 624, acv: 6.0%, degree: 6.0112, population: 10.0
Connected 84.0%, nodes: 100, density: 625, acv: 6.0%, degree: 6.0504, population: 10.0
Connected 80.0%, nodes: 100, density: 626, acv: 6.0%, degree: 6.168, population: 10.0
Connected 84.0%, nodes: 100, density: 627, acv: 6.0%, degree: 6.14, population: 10.0
Connected 84.0%, nodes: 100, density: 628, acv: 6.0%, degree: 6.0384, population: 10.0
Connected 88.0%, nodes: 100, density: 315, acv: 7.0%, degree: 6.9208, population: 10.0
Connected 88.0%, nodes: 100, density: 316, acv: 7.0%, degree: 6.98, population: 10.0
Connected 96.0%, nodes: 100, density: 471, acv: 7.0%, degree: 7.2512, population: 10.0
Connected 88.0%, nodes: 100, density: 472, acv: 7.0%, degree: 7.0984, population: 10.0
Connected 80.0%, nodes: 100, density: 549, acv: 7.0%, degree: 7.164, population: 10.0
Connected 88.0%, nodes: 100, density: 550, acv: 7.0%, degree: 7.064, population: 10.0
Connected 100.0%, nodes: 100, density: 588, acv: 7.0%, degree: 6.9416, population: 10.0
Connected 92.0%, nodes: 100, density: 568, acv: 7.0%, degree: 6.9616, population: 10.0
Connected 96.0%, nodes: 100, density: 569, acv: 7.0%, degree: 7.2088, population: 10.0
Connected 84.0%, nodes: 100, density: 578, acv: 7.0%, degree: 7.0616, population: 10.0
Connected 92.0%, nodes: 100, density: 579, acv: 7.0%, degree: 6.9296, population: 10.0
Connected 88.0%, nodes: 100, density: 583, acv: 7.0%, degree: 6.9648, population: 10.0
Connected 84.0%, nodes: 100, density: 584, acv: 7.0%, degree: 7.0344, population: 10.0
Connected 96.0%, nodes: 100, density: 585, acv: 7.0%, degree: 7.0592, population: 10.0
Connected 100.0%, nodes: 100, density: 586, acv: 7.0%, degree: 7.0968, population: 10.0
Connected 96.0%, nodes: 100, density: 315, acv: 8.0%, degree: 7.8336, population: 10.0
Connected 100.0%, nodes: 100, density: 316, acv: 8.0%, degree: 7.8408, population: 10.0
Connected 100.0%, nodes: 100, density: 315, acv: 9.0%, degree: 8.852, population: 10.0
Connected 72.0%, nodes: 100, density: 158, acv: 9.0%, degree: 6.8264, population: 10.0
Connected 76.0%, nodes: 100, density: 159, acv: 9.0%, degree: 6.9752, population: 10.0
Connected 100.0%, nodes: 100, density: 236, acv: 9.0%, degree: 8.212, population: 10.0
Connected 88.0%, nodes: 100, density: 197, acv: 9.0%, degree: 7.6448, population: 10.0
Connected 96.0%, nodes: 100, density: 198, acv: 9.0%, degree: 7.4248, population: 10.0
Connected 92.0%, nodes: 100, density: 216, acv: 9.0%, degree: 7.7864, population: 10.0
Connected 96.0%, nodes: 100, density: 217, acv: 9.0%, degree: 7.9776, population: 10.0
Connected 96.0%, nodes: 100, density: 226, acv: 9.0%, degree: 8.0448, population: 10.0
Connected 96.0%, nodes: 100, density: 227, acv: 9.0%, degree: 8.032, population: 10.0
Connected 92.0%, nodes: 100, density: 231, acv: 9.0%, degree: 7.916, population: 10.0
Connected 92.0%, nodes: 100, density: 232, acv: 9.0%, degree: 8.1472, population: 10.0
Connected 100.0%, nodes: 100, density: 233, acv: 9.0%, degree: 8.1032, population: 10.0
