Connected 84.0%, nodes: 100, density: 315, acv: 10.0%, degree: 9.792, population: 80.0
Connected 68.0%, nodes: 100, density: 12, acv: 80.0%, degree: 8.2368, population: 80.0
Connected 96.0%, nodes: 100, density: 16, acv: 80.0%, degree: 10.4864, population: 80.0
Connected 100.0%, nodes: 100, density: 17, acv: 80.0%, degree: 11.5272, population: 80.0
Connected 100.0%, nodes: 100, density: 315, acv: 90.0%, degree: 86.3384, population: 80.0
Connected 100.0%, nodes: 100, density: 158, acv: 90.0%, degree: 67.6248, population: 80.0
Connected 100.0%, nodes: 100, density: 80, acv: 90.0%, degree: 43.7304, population: 80.0
Connected 100.0%, nodes: 100, density: 41, acv: 90.0%, degree: 26.656, population: 80.0
Connected 100.0%, nodes: 100, density: 21, acv: 90.0%, degree: 14.7408, population: 80.0
Connected 84.0%, nodes: 100, density: 11, acv: 90.0%, degree: 8.4152, population: 80.0
Connected 88.0%, nodes: 100, density: 12, acv: 90.0%, degree: 9.1464, population: 80.0
Connected 96.0%, nodes: 100, density: 16, acv: 90.0%, degree: 11.9648, population: 80.0
Connected 96.0%, nodes: 100, density: 17, acv: 90.0%, degree: 12.2104, population: 80.0
Connected 96.0%, nodes: 100, density: 18, acv: 90.0%, degree: 12.8472, population: 80.0
Connected 96.0%, nodes: 100, density: 19, acv: 90.0%, degree: 13.412, population: 80.0
Connected 100.0%, nodes: 100, density: 20, acv: 90.0%, degree: 14.284, population: 80.0
Connected 100.0%, nodes: 100, density: 315, acv: 100.0%, degree: 96.508, population: 80.0
Connected 100.0%, nodes: 100, density: 158, acv: 100.0%, degree: 74.2472, population: 80.0
Connected 100.0%, nodes: 100, density: 80, acv: 100.0%, degree: 48.6008, population: 80.0
Connected 100.0%, nodes: 100, density: 41, acv: 100.0%, degree: 28.8064, population: 80.0
Connected 100.0%, nodes: 100, density: 21, acv: 100.0%, degree: 16.9088, population: 80.0
Connected 92.0%, nodes: 100, density: 11, acv: 100.0%, degree: 9.0112, population: 80.0
Connected 76.0%, nodes: 100, density: 12, acv: 100.0%, degree: 10.0208, population: 80.0
Connected 100.0%, nodes: 100, density: 16, acv: 100.0%, degree: 12.816, population: 80.0
Connected 96.0%, nodes: 100, density: 13, acv: 100.0%, degree: 10.8528, population: 80.0
Connected 100.0%, nodes: 100, density: 14, acv: 100.0%, degree: 11.6328, population: 80.0
Connected 0.0%, nodes: 100, density: 315, acv: 1.0%, degree: 2.0632, population: 80.0
Connected 0.0%, nodes: 100, density: 316, acv: 1.0%, degree: 1.504, population: 80.0
Connected 0.0%, nodes: 100, density: 471, acv: 1.0%, degree: 1.8216, population: 80.0
Connected 0.0%, nodes: 100, density: 472, acv: 1.0%, degree: 1.7304, population: 80.0
Connected 0.0%, nodes: 100, density: 549, acv: 1.0%, degree: 1.8272, population: 80.0
Connected 0.0%, nodes: 100, density: 550, acv: 1.0%, degree: 1.6808, population: 80.0
Connected 0.0%, nodes: 100, density: 588, acv: 1.0%, degree: 1.788, population: 80.0
Connected 0.0%, nodes: 100, density: 589, acv: 1.0%, degree: 1.6896, population: 80.0
Connected 0.0%, nodes: 100, density: 608, acv: 1.0%, degree: 1.6352, population: 80.0
Connected 0.0%, nodes: 100, density: 609, acv: 1.0%, degree: 1.856, population: 80.0
Connected 0.0%, nodes: 100, density: 618, acv: 1.0%, degree: 1.8872, population: 80.0
Connected 0.0%, nodes: 100, density: 619, acv: 1.0%, degree: 1.9336, population: 80.0
Connected 0.0%, nodes: 100, density: 623, acv: 1.0%, degree: 1.8816, population: 80.0
Connected 0.0%, nodes: 100, density: 624, acv: 1.0%, degree: 1.7728, population: 80.0
Connected 0.0%, nodes: 100, density: 625, acv: 1.0%, degree: 1.5008, population: 80.0
Connected 0.0%, nodes: 100, density: 626, acv: 1.0%, degree: 1.8648, population: 80.0
Connected 0.0%, nodes: 100, density: 627, acv: 1.0%, degree: 1.6168, population: 80.0
Connected 0.0%, nodes: 100, density: 628, acv: 1.0%, degree: 1.8216, population: 80.0
Connected 0.0%, nodes: 100, density: 315, acv: 2.0%, degree: 2.6408, population: 80.0
Connected 0.0%, nodes: 100, density: 316, acv: 2.0%, degree: 2.6496, population: 80.0
Connected 0.0%, nodes: 100, density: 471, acv: 2.0%, degree: 3.0016, population: 80.0
Connected 0.0%, nodes: 100, density: 472, acv: 2.0%, degree: 2.6024, population: 80.0
Connected 0.0%, nodes: 100, density: 549, acv: 2.0%, degree: 3.0128, population: 80.0
Connected 0.0%, nodes: 100, density: 550, acv: 2.0%, degree: 2.9272, population: 80.0
Connected 0.0%, nodes: 100, density: 588, acv: 2.0%, degree: 2.7656, population: 80.0
Connected 0.0%, nodes: 100, density: 589, acv: 2.0%, degree: 2.7864, population: 80.0
Connected 0.0%, nodes: 100, density: 608, acv: 2.0%, degree: 3.1176, population: 80.0
Connected 0.0%, nodes: 100, density: 609, acv: 2.0%, degree: 2.984, population: 80.0
Connected 0.0%, nodes: 100, density: 618, acv: 2.0%, degree: 2.4048, population: 80.0
Connected 0.0%, nodes: 100, density: 619, acv: 2.0%, degree: 2.6704, population: 80.0
Connected 0.0%, nodes: 100, density: 623, acv: 2.0%, degree: 2.7744, population: 80.0
Connected 0.0%, nodes: 100, density: 624, acv: 2.0%, degree: 2.8808, population: 80.0
Connected 0.0%, nodes: 100, density: 625, acv: 2.0%, degree: 2.6544, population: 80.0
Connected 0.0%, nodes: 100, density: 626, acv: 2.0%, degree: 3.048, population: 80.0
Connected 0.0%, nodes: 100, density: 627, acv: 2.0%, degree: 2.7832, population: 80.0
Connected 0.0%, nodes: 100, density: 628, acv: 2.0%, degree: 2.6688, population: 80.0
Connected 0.0%, nodes: 100, density: 315, acv: 3.0%, degree: 4.036, population: 80.0
Connected 0.0%, nodes: 100, density: 316, acv: 3.0%, degree: 3.6288, population: 80.0
Connected 0.0%, nodes: 100, density: 471, acv: 3.0%, degree: 3.9048, population: 80.0
Connected 0.0%, nodes: 100, density: 472, acv: 3.0%, degree: 3.972, population: 80.0
Connected 0.0%, nodes: 100, density: 549, acv: 3.0%, degree: 4.1168, population: 80.0
Connected 0.0%, nodes: 100, density: 550, acv: 3.0%, degree: 4.0944, population: 80.0
Connected 0.0%, nodes: 100, density: 588, acv: 3.0%, degree: 3.7792, population: 80.0
Connected 0.0%, nodes: 100, density: 589, acv: 3.0%, degree: 4.0336, population: 80.0
Connected 0.0%, nodes: 100, density: 608, acv: 3.0%, degree: 4.0376, population: 80.0
Connected 0.0%, nodes: 100, density: 609, acv: 3.0%, degree: 3.4928, population: 80.0
Connected 0.0%, nodes: 100, density: 618, acv: 3.0%, degree: 3.8424, population: 80.0
Connected 0.0%, nodes: 100, density: 619, acv: 3.0%, degree: 3.9552, population: 80.0
Connected 0.0%, nodes: 100, density: 623, acv: 3.0%, degree: 3.9776, population: 80.0
Connected 0.0%, nodes: 100, density: 624, acv: 3.0%, degree: 3.7552, population: 80.0
Connected 0.0%, nodes: 100, density: 625, acv: 3.0%, degree: 3.7968, population: 80.0
Connected 0.0%, nodes: 100, density: 626, acv: 3.0%, degree: 3.892, population: 80.0
Connected 0.0%, nodes: 100, density: 627, acv: 3.0%, degree: 3.7136, population: 80.0
Connected 0.0%, nodes: 100, density: 628, acv: 3.0%, degree: 3.7832, population: 80.0
Connected 0.0%, nodes: 100, density: 315, acv: 4.0%, degree: 4.3632, population: 80.0
Connected 0.0%, nodes: 100, density: 316, acv: 4.0%, degree: 4.6368, population: 80.0
Connected 0.0%, nodes: 100, density: 471, acv: 4.0%, degree: 4.3296, population: 80.0
Connected 0.0%, nodes: 100, density: 472, acv: 4.0%, degree: 4.4416, population: 80.0
Connected 4.0%, nodes: 100, density: 549, acv: 4.0%, degree: 4.8544, population: 80.0
Connected 0.0%, nodes: 100, density: 550, acv: 4.0%, degree: 4.7912, population: 80.0
Connected 0.0%, nodes: 100, density: 588, acv: 4.0%, degree: 4.9496, population: 80.0
Connected 0.0%, nodes: 100, density: 589, acv: 4.0%, degree: 5.032, population: 80.0
Connected 0.0%, nodes: 100, density: 608, acv: 4.0%, degree: 4.4168, population: 80.0
Connected 0.0%, nodes: 100, density: 609, acv: 4.0%, degree: 4.6824, population: 80.0
Connected 0.0%, nodes: 100, density: 618, acv: 4.0%, degree: 4.8048, population: 80.0
Connected 0.0%, nodes: 100, density: 619, acv: 4.0%, degree: 4.6496, population: 80.0
Connected 0.0%, nodes: 100, density: 623, acv: 4.0%, degree: 4.556, population: 80.0
Connected 0.0%, nodes: 100, density: 624, acv: 4.0%, degree: 4.7624, population: 80.0
Connected 0.0%, nodes: 100, density: 625, acv: 4.0%, degree: 4.6184, population: 80.0
Connected 0.0%, nodes: 100, density: 626, acv: 4.0%, degree: 5.0496, population: 80.0
Connected 0.0%, nodes: 100, density: 627, acv: 4.0%, degree: 4.8248, population: 80.0
Connected 0.0%, nodes: 100, density: 628, acv: 4.0%, degree: 4.4192, population: 80.0
Connected 52.0%, nodes: 100, density: 315, acv: 5.0%, degree: 6.4216, population: 80.0
Connected 20.0%, nodes: 100, density: 316, acv: 5.0%, degree: 5.4888, population: 80.0
Connected 24.0%, nodes: 100, density: 471, acv: 5.0%, degree: 6.1104, population: 80.0
Connected 4.0%, nodes: 100, density: 472, acv: 5.0%, degree: 5.7848, population: 80.0
Connected 4.0%, nodes: 100, density: 549, acv: 5.0%, degree: 5.472, population: 80.0
Connected 12.0%, nodes: 100, density: 550, acv: 5.0%, degree: 5.3, population: 80.0
Connected 16.0%, nodes: 100, density: 588, acv: 5.0%, degree: 6.096, population: 80.0
Connected 16.0%, nodes: 100, density: 589, acv: 5.0%, degree: 5.5744, population: 80.0
Connected 8.0%, nodes: 100, density: 608, acv: 5.0%, degree: 5.296, population: 80.0
Connected 36.0%, nodes: 100, density: 609, acv: 5.0%, degree: 6.0328, population: 80.0
Connected 0.0%, nodes: 100, density: 618, acv: 5.0%, degree: 5.0848, population: 80.0
Connected 20.0%, nodes: 100, density: 619, acv: 5.0%, degree: 5.948, population: 80.0
Connected 20.0%, nodes: 100, density: 623, acv: 5.0%, degree: 5.704, population: 80.0
Connected 4.0%, nodes: 100, density: 624, acv: 5.0%, degree: 5.8984, population: 80.0
Connected 16.0%, nodes: 100, density: 625, acv: 5.0%, degree: 5.6496, population: 80.0
Connected 0.0%, nodes: 100, density: 626, acv: 5.0%, degree: 5.528, population: 80.0
Connected 8.0%, nodes: 100, density: 627, acv: 5.0%, degree: 5.7584, population: 80.0
Connected 0.0%, nodes: 100, density: 628, acv: 5.0%, degree: 5.5064, population: 80.0
Connected 68.0%, nodes: 100, density: 315, acv: 6.0%, degree: 7.0312, population: 80.0
Connected 12.0%, nodes: 100, density: 316, acv: 6.0%, degree: 6.8928, population: 80.0
Connected 48.0%, nodes: 100, density: 471, acv: 6.0%, degree: 6.824, population: 80.0
Connected 12.0%, nodes: 100, density: 472, acv: 6.0%, degree: 6.9264, population: 80.0
Connected 40.0%, nodes: 100, density: 549, acv: 6.0%, degree: 7.0152, population: 80.0
Connected 36.0%, nodes: 100, density: 550, acv: 6.0%, degree: 6.5104, population: 80.0
Connected 32.0%, nodes: 100, density: 588, acv: 6.0%, degree: 6.5344, population: 80.0
Connected 24.0%, nodes: 100, density: 589, acv: 6.0%, degree: 6.3896, population: 80.0
Connected 8.0%, nodes: 100, density: 608, acv: 6.0%, degree: 6.804, population: 80.0
Connected 60.0%, nodes: 100, density: 609, acv: 6.0%, degree: 7.2448, population: 80.0
Connected 36.0%, nodes: 100, density: 618, acv: 6.0%, degree: 6.5408, population: 80.0
Connected 12.0%, nodes: 100, density: 619, acv: 6.0%, degree: 6.0368, population: 80.0
Connected 32.0%, nodes: 100, density: 623, acv: 6.0%, degree: 7.2928, population: 80.0
Connected 36.0%, nodes: 100, density: 624, acv: 6.0%, degree: 6.6432, population: 80.0
Connected 64.0%, nodes: 100, density: 625, acv: 6.0%, degree: 6.7304, population: 80.0
Connected 48.0%, nodes: 100, density: 626, acv: 6.0%, degree: 6.3832, population: 80.0
Connected 28.0%, nodes: 100, density: 627, acv: 6.0%, degree: 6.6536, population: 80.0
Connected 32.0%, nodes: 100, density: 628, acv: 6.0%, degree: 6.8088, population: 80.0
Connected 72.0%, nodes: 100, density: 315, acv: 7.0%, degree: 8.0824, population: 80.0
Connected 80.0%, nodes: 100, density: 316, acv: 7.0%, degree: 6.78, population: 80.0
Connected 32.0%, nodes: 100, density: 471, acv: 7.0%, degree: 7.3864, population: 80.0
Connected 56.0%, nodes: 100, density: 472, acv: 7.0%, degree: 7.6224, population: 80.0
Connected 80.0%, nodes: 100, density: 549, acv: 7.0%, degree: 8.1344, population: 80.0
Connected 72.0%, nodes: 100, density: 550, acv: 7.0%, degree: 8.0256, population: 80.0
Connected 68.0%, nodes: 100, density: 588, acv: 7.0%, degree: 8.0544, population: 80.0
Connected 56.0%, nodes: 100, density: 589, acv: 7.0%, degree: 8.0536, population: 80.0
Connected 76.0%, nodes: 100, density: 608, acv: 7.0%, degree: 7.6016, population: 80.0
Connected 60.0%, nodes: 100, density: 609, acv: 7.0%, degree: 7.2672, population: 80.0
Connected 60.0%, nodes: 100, density: 618, acv: 7.0%, degree: 7.4784, population: 80.0
Connected 44.0%, nodes: 100, density: 619, acv: 7.0%, degree: 7.7072, population: 80.0
Connected 64.0%, nodes: 100, density: 623, acv: 7.0%, degree: 8.0056, population: 80.0
Connected 44.0%, nodes: 100, density: 624, acv: 7.0%, degree: 7.6008, population: 80.0
Connected 64.0%, nodes: 100, density: 625, acv: 7.0%, degree: 7.552, population: 80.0
Connected 76.0%, nodes: 100, density: 626, acv: 7.0%, degree: 7.7272, population: 80.0
Connected 64.0%, nodes: 100, density: 627, acv: 7.0%, degree: 7.8224, population: 80.0
Connected 56.0%, nodes: 100, density: 628, acv: 7.0%, degree: 7.3744, population: 80.0
Connected 84.0%, nodes: 100, density: 315, acv: 8.0%, degree: 8.5032, population: 80.0
Connected 80.0%, nodes: 100, density: 316, acv: 8.0%, degree: 8.4216, population: 80.0
Connected 76.0%, nodes: 100, density: 471, acv: 8.0%, degree: 7.8264, population: 80.0
Connected 76.0%, nodes: 100, density: 472, acv: 8.0%, degree: 8.9104, population: 80.0
Connected 44.0%, nodes: 100, density: 549, acv: 8.0%, degree: 8.4232, population: 80.0
Connected 84.0%, nodes: 100, density: 550, acv: 8.0%, degree: 8.8112, population: 80.0
Connected 84.0%, nodes: 100, density: 588, acv: 8.0%, degree: 7.7656, population: 80.0
Connected 72.0%, nodes: 100, density: 589, acv: 8.0%, degree: 8.5152, population: 80.0
Connected 92.0%, nodes: 100, density: 608, acv: 8.0%, degree: 8.8304, population: 80.0
Connected 56.0%, nodes: 100, density: 609, acv: 8.0%, degree: 8.5216, population: 80.0
Connected 56.0%, nodes: 100, density: 618, acv: 8.0%, degree: 8.2064, population: 80.0
Connected 56.0%, nodes: 100, density: 619, acv: 8.0%, degree: 8.8696, population: 80.0
Connected 72.0%, nodes: 100, density: 623, acv: 8.0%, degree: 8.2544, population: 80.0
Connected 88.0%, nodes: 100, density: 624, acv: 8.0%, degree: 8.7976, population: 80.0
Connected 80.0%, nodes: 100, density: 625, acv: 8.0%, degree: 8.5184, population: 80.0
Connected 68.0%, nodes: 100, density: 626, acv: 8.0%, degree: 8.7368, population: 80.0
Connected 68.0%, nodes: 100, density: 627, acv: 8.0%, degree: 7.9336, population: 80.0
Connected 88.0%, nodes: 100, density: 628, acv: 8.0%, degree: 8.4176, population: 80.0
Connected 80.0%, nodes: 100, density: 315, acv: 9.0%, degree: 9.976, population: 80.0
Connected 92.0%, nodes: 100, density: 316, acv: 9.0%, degree: 9.092, population: 80.0
Connected 80.0%, nodes: 100, density: 471, acv: 9.0%, degree: 9.9536, population: 80.0
Connected 84.0%, nodes: 100, density: 472, acv: 9.0%, degree: 9.668, population: 80.0
Connected 96.0%, nodes: 100, density: 549, acv: 9.0%, degree: 9.7352, population: 80.0
Connected 88.0%, nodes: 100, density: 550, acv: 9.0%, degree: 9.5496, population: 80.0
Connected 92.0%, nodes: 100, density: 588, acv: 9.0%, degree: 9.0016, population: 80.0
Connected 92.0%, nodes: 100, density: 589, acv: 9.0%, degree: 9.576, population: 80.0
Connected 96.0%, nodes: 100, density: 608, acv: 9.0%, degree: 9.4936, population: 80.0
Connected 92.0%, nodes: 100, density: 609, acv: 9.0%, degree: 9.5104, population: 80.0
Connected 92.0%, nodes: 100, density: 618, acv: 9.0%, degree: 9.34, population: 80.0
Connected 100.0%, nodes: 100, density: 619, acv: 9.0%, degree: 9.5512, population: 80.0
